"source","text","created_at","retweet_count","favorite_count","is_retweet","id_str","sentiment"
"Twitter for iPhone","So sad to see the Terror Attack in Paris. At some point countries will have to open their eyes &amp; see what is really going on. This kind of sickness &amp; hatred is not compatible with a loving, peaceful, &amp; successful country! Changes to our thought process on terror must be made.","Mon May 14 00:03:21 +0000 2018",31816,135139,false,"995816799341088770","{""neg"":0.295,""neu"":0.606,""pos"":0.099,""compound"":-0.9317}"
"Twitter for iPhone","Remember how badly Iran was behaving with the Iran Deal in place. They were trying to take over the Middle East by whatever means necessary. Now, that will not happen!","Sun May 13 20:11:33 +0000 2018",27863,125028,false,"995758467645353985","{""neg"":0.105,""neu"":0.895,""pos"":0,""compound"":-0.5255}"
"Twitter for iPhone","China and the United States are working well together on trade, but past negotiations have been so one sided in favor of China, for so many years, that it is hard for them to make a deal that benefits both countries. But be cool, it will all work out!","Sun May 13 19:22:03 +0000 2018",19916,101153,false,"995746011321597953","{""neg"":0.028,""neu"":0.734,""pos"":0.238,""compound"":0.901}"
"Twitter for iPhone","President Xi of China, and I, are working together to give massive Chinese phone company, ZTE, a way to get back into business, fast. Too many jobs in China lost. Commerce Department has been instructed to get it done!","Sun May 13 15:01:00 +0000 2018",17379,84164,false,"995680316458262533","{""neg"":0.065,""neu"":0.935,""pos"":0,""compound"":-0.3802}"
"Twitter for iPhone","Happy Mother’s Day!!! https://t.co/zw71dnT7TJ","Sun May 13 12:29:08 +0000 2018",29961,132005,false,"995642096676671495","{""neg"":0,""neu"":0.396,""pos"":0.604,""compound"":0.6784}"
"Twitter for iPhone","The Senate should get funding done before the August break, or NOT GO HOME. Wall and Border Security should be included. Also waiting for approval of almost 300 nominations, worst in history. Democrats are doing everything possible to obstruct, all they know how to do. STAY!","Sat May 12 22:20:16 +0000 2018",31475,115894,false,"995428472674758656","{""neg"":0.073,""neu"":0.817,""pos"":0.11,""compound"":0.2396}"
"Twitter for iPhone","Iran’s Military Budget is up more than 40% since the Obama negotiated Nuclear Deal was reached...just another indicator that it was all a big lie. But not anymore!","Sat May 12 22:02:55 +0000 2018",28057,112009,false,"995424104286179328","{""neg"":0,""neu"":1,""pos"":0,""compound"":0}"
"Twitter for iPhone","North Korea has announced that they will dismantle Nuclear Test Site this month, ahead of the big Summit Meeting on June 12th. Thank you, a very smart and gracious gesture!","Sat May 12 21:08:55 +0000 2018",34489,162839,false,"995410516129538048","{""neg"":0,""neu"":0.729,""pos"":0.271,""compound"":0.8641}"
"Twitter for iPhone","Why doesn’t the Fake News Media state that the Trump Administration’s Anti-Trust Division has been, and is, opposed to the AT&amp;T purchase of Time Warner in a currently ongoing Trial. Such a disgrace in reporting!","Fri May 11 23:49:40 +0000 2018",22854,94539,false,"995088584221839360","{""neg"":0.175,""neu"":0.825,""pos"":0,""compound"":-0.7644}"
"Twitter for iPhone","Big week next week when the American Embassy in Israel will be moved to Jerusalem. Congratulations to all!","Fri May 11 23:39:01 +0000 2018",31130,145690,false,"995085901079433219","{""neg"":0,""neu"":0.802,""pos"":0.198,""compound"":0.636}"
"Twitter for iPhone","The American people deserve a healthcare system that takes care of them – not one that takes advantage of them. We will work every day to ensure all Americans have access to the quality, affordable medication they need and deserve. We will not rest until the job is done! https://t.co/9BzevAniNx","Fri May 11 20:56:25 +0000 2018",20106,87242,false,"995044981768425477","{""neg"":0,""neu"":0.848,""pos"":0.152,""compound"":0.7959}"
"Twitter for iPhone","Today, my Administration is launching the most sweeping action in history to lower the price of prescription drugs for the American People. We will have tougher negotiation, more competition, and much lower prices at the pharmacy counter! https://t.co/xdakX43a4d","Fri May 11 19:30:16 +0000 2018",22444,92740,false,"995023303906652160","{""neg"":0.113,""neu"":0.846,""pos"":0.041,""compound"":-0.4574}"
"Twitter for iPhone","Thank you Indiana! #MAGA🇺🇸
https://t.co/fCv76VyUax","Fri May 11 00:49:43 +0000 2018",17926,83089,false,"994741305908649985","{""neg"":0,""neu"":0.589,""pos"":0.411,""compound"":0.4199}"
"Twitter for iPhone","The highly anticipated meeting between Kim Jong Un and myself will take place in Singapore on June 12th. We will both try to make it a very special moment for World Peace!","Thu May 10 14:37:57 +0000 2018",62922,237845,false,"994587349718847489","{""neg"":0,""neu"":0.81,""pos"":0.19,""compound"":0.7773}"
"Twitter for iPhone","Five Most Wanted leaders of ISIS just captured!","Thu May 10 14:33:00 +0000 2018",68865,301809,false,"994586105822564353","{""neg"":0,""neu"":1,""pos"":0,""compound"":0}"
"Twitter for iPhone","Senator Cryin’ Chuck Schumer fought hard against the Bad Iran Deal, even going at it with President Obama, &amp; then Voted AGAINST it! Now he says I should not have terminated the deal - but he doesn’t really believe that! Same with Comey. Thought he was terrible until I fired him!","Thu May 10 14:30:27 +0000 2018",26899,107059,false,"994585463380987904","{""neg"":0.259,""neu"":0.741,""pos"":0,""compound"":-0.9328}"
"Twitter for iPhone","On behalf of the American people, WELCOME HOME! https://t.co/hISaCI95CB","Thu May 10 10:01:43 +0000 2018",49906,190559,false,"994517833357946882","{""neg"":0,""neu"":0.665,""pos"":0.335,""compound"":0.6155}"
"Twitter for iPhone","Gina Haspel did a spectacular job today. There is nobody even close to run the CIA!","Thu May 10 02:19:02 +0000 2018",19144,96939,false,"994401394441453569","{""neg"":0,""neu"":1,""pos"":0,""compound"":0}"
"Twitter for iPhone","Looking forward to greeting the Hostages (no longer) at 2:00 A.M.","Wed May 09 22:41:03 +0000 2018",18408,109817,false,"994346538028675072","{""neg"":0,""neu"":0.794,""pos"":0.206,""compound"":0.3818}"
"Twitter for iPhone","The Failing New York Times criticized Secretary of State Pompeo for being AWOL (missing), when in fact he was flying to North Korea. Fake News, so bad!","Wed May 09 22:38:10 +0000 2018",26369,106024,false,"994345813064192012","{""neg"":0.421,""neu"":0.579,""pos"":0,""compound"":-0.9434}"
"Twitter for iPhone","Secretary Pompeo and his “guests” will be landing at Andrews Air Force Base at 2:00 A.M. in the morning. I will be there to greet them. Very exciting!","Wed May 09 12:35:51 +0000 2018",27624,121081,false,"994194233111273472","{""neg"":0,""neu"":0.804,""pos"":0.196,""compound"":0.7257}"
"Twitter for iPhone","I am pleased to inform you that Secretary of State Mike Pompeo is in the air and on his way back from North Korea with the 3 wonderful gentlemen that everyone is looking so forward to meeting. They seem to be in good health. Also, good meeting with Kim Jong Un. Date &amp; Place set.","Wed May 09 12:30:56 +0000 2018",45129,168836,false,"994192995737096192","{""neg"":0,""neu"":0.798,""pos"":0.202,""compound"":0.9081}"
"Twitter for iPhone","Congratulations to Mike Dewine on his big win in the Great State of Ohio. He will be a great Governor with a heavy focus on HealthCare and Jobs.  His Socialist opponent in November should not do well, a big failure in last job!","Wed May 09 12:00:30 +0000 2018",13651,66703,false,"994185337504137216","{""neg"":0.092,""neu"":0.615,""pos"":0.293,""compound"":0.9198}"
"Twitter for iPhone","Candace Owens of Turning Point USA is having a big impact on politics in our Country. She represents an ever expanding group of very smart “thinkers,” and it is wonderful to watch and hear the dialogue going on...so good for our Country!","Wed May 09 11:48:17 +0000 2018",33578,137792,false,"994182263960162304","{""neg"":0,""neu"":0.794,""pos"":0.206,""compound"":0.8716}"
"Twitter for iPhone","The Fake News is working overtime. Just reported that, despite the tremendous success we are having with the economy &amp; all things else, 91% of the Network News about me is negative (Fake). Why do we work so hard in working with the media when it is corrupt? Take away credentials?","Wed May 09 11:38:45 +0000 2018",27761,120207,false,"994179864436596736","{""neg"":0.204,""neu"":0.796,""pos"":0,""compound"":-0.9006}"
"Twitter for iPhone","The Republican Party had a great night. Tremendous voter energy and excitement, and all candidates are those who have a great chance of winning in November. The Economy is sooo strong, and with Nancy Pelosi wanting to end the big Tax Cuts and Raise Taxes, why wouldn’t we win?","Wed May 09 11:24:20 +0000 2018",19227,83243,false,"994176238846664706","{""neg"":0.032,""neu"":0.545,""pos"":0.423,""compound"":0.9788}"
"Twitter for iPhone","The Iran Deal is defective at its core. If we do nothing, we know what will happen. In just a short time, the world’s leading state sponsor of terror will be on the cusp of acquiring the world’s most dangerous weapons.... https://t.co/58qwBLzxIH","Tue May 08 22:11:13 +0000 2018",24488,95878,false,"993976643898281984","{""neg"":0.203,""neu"":0.797,""pos"":0,""compound"":-0.8655}"
"Twitter for iPhone","RT @WhiteHouse: ""Finally, I want to deliver a message to the long-suffering people of Iran. The people of America stand with you."" https://…","Tue May 08 20:33:41 +0000 2018",14500,0,true,"993952097610731521","{""neg"":0,""neu"":0.939,""pos"":0.061,""compound"":0.0772}"
"Twitter for iPhone","RT @WhiteHouse: ""At the heart of the Iran deal was a giant fiction: that a murderous regime desired only a peaceful nuclear energy program.…","Tue May 08 20:33:39 +0000 2018",14096,0,true,"993952088123170817","{""neg"":0.147,""neu"":0.594,""pos"":0.259,""compound"":0.296}"
"Twitter for iPhone","Statement on the Iran Nuclear Deal: https://t.co/O3SpryCKkc","Tue May 08 18:52:00 +0000 2018",27635,90458,false,"993926510003277825","{""neg"":0,""neu"":1,""pos"":0,""compound"":0}"
"Twitter for iPhone","John Kerry can’t get over the fact that he had his chance and blew it! Stay away from negotiations John, you are hurting your country!","Tue May 08 11:30:23 +0000 2018",33731,138154,false,"993815373190492160","{""neg"":0.116,""neu"":0.813,""pos"":0.071,""compound"":-0.3147}"
"Twitter for iPhone","I will be speaking to my friend, President Xi of China, this morning at 8:30. The primary topics will be Trade, where good things will happen, and North Korea, where relationships and trust are building.","Tue May 08 11:22:53 +0000 2018",17027,86673,false,"993813485745295360","{""neg"":0,""neu"":0.767,""pos"":0.233,""compound"":0.8555}"
"Twitter for iPhone","Gina Haspel, my highly respected nominee to lead the CIA, is being praised for the fact that she has been, and alway will be, TOUGH ON TERROR! This is a woman who has been a leader wherever she has gone. The CIA wants her to lead them into America’s  bright and glorious future!","Tue May 08 11:09:23 +0000 2018",20725,91660,false,"993810085540491264","{""neg"":0.097,""neu"":0.686,""pos"":0.217,""compound"":0.8364}"
"Twitter for iPhone","I will be announcing my decision on the Iran Deal tomorrow from the White House at 2:00pm.","Mon May 07 18:44:32 +0000 2018",27350,111859,false,"993562242124865536","{""neg"":0,""neu"":1,""pos"":0,""compound"":0}"
"Twitter for iPhone","National Prescription Drug #TakeBackDay numbers are in! Another record broken: nearly 1 MILLION pounds of Rx pills disposed! Let’s keep fighting this opioid epidemic, America!","Mon May 07 17:20:50 +0000 2018",13889,67219,false,"993541175511527425","{""neg"":0.227,""neu"":0.773,""pos"":0,""compound"":-0.7562}"
"Twitter for iPhone","The United States does not need John Kerry’s possibly illegal Shadow Diplomacy on the very badly negotiated Iran Deal.  He was the one that created this MESS in the first place!","Mon May 07 14:08:37 +0000 2018",33028,118444,false,"993492804985872385","{""neg"":0.264,""neu"":0.621,""pos"":0.115,""compound"":-0.8061}"
"Twitter for iPhone","Is this Phony Witch Hunt going to go on even longer so it wrongfully impacts the Mid-Term Elections, which is what the Democrats always intended? Republicans better get tough and smart before it is too late!","Mon May 07 13:35:32 +0000 2018",23371,95113,false,"993484478633922560","{""neg"":0.095,""neu"":0.764,""pos"":0.141,""compound"":0.4389}"
"Twitter for iPhone","Lisa Page, who may hold the record for the most Emails in the shortest period of time (to her Lover, Peter S), and attorney Baker, are out at the FBI as part of the Probers getting caught? Why is Peter S still there? What a total mess. Our Country has to get back to Business!","Mon May 07 13:29:49 +0000 2018",21678,87664,false,"993483042177118208","{""neg"":0.043,""neu"":0.88,""pos"":0.077,""compound"":0.4501}"
"Twitter for iPhone","Good luck to Ric Grenell, our new Ambassador to Germany. A great and talented guy, he will represent our Country well!","Mon May 07 13:05:44 +0000 2018",11874,65137,false,"993476979893723137","{""neg"":0,""neu"":0.489,""pos"":0.511,""compound"":0.9402}"
"Twitter for iPhone","“The Great Revolt” by Salena Zito and Brad Todd does much to tell the story of our great Election victory. The Forgotten Men &amp; Women are forgotten no longer!","Mon May 07 13:00:18 +0000 2018",12422,58674,false,"993475610377932801","{""neg"":0.156,""neu"":0.624,""pos"":0.221,""compound"":0.6696}"
"Twitter for iPhone","The 13 Angry Democrats in charge of the Russian Witch Hunt are starting to find out that there is a Court System in place that actually protects people from injustice...and just wait ‘till the Courts get to see your unrevealed Conflicts of Interest!","Mon May 07 11:39:53 +0000 2018",29963,110027,false,"993455375755173892","{""neg"":0.17,""neu"":0.726,""pos"":0.104,""compound"":-0.5255}"
"Twitter for iPhone","The Russia Witch Hunt is rapidly losing credibility. House Intelligence Committee found No Collusion, Coordination or anything else with Russia. So now the Probe says OK, what else is there? How about Obstruction for a made up, phony crime.There is no O, it’s called Fighting Back","Mon May 07 11:27:34 +0000 2018",21599,90295,false,"993452275648679938","{""neg"":0.214,""neu"":0.678,""pos"":0.108,""compound"":-0.6081}"
"Twitter for iPhone","My highly respected nominee for CIA Director, Gina Haspel, has come under fire because she was too tough on Terrorists. Think of that, in these very dangerous times, we have the most qualified person, a woman, who Democrats want OUT because she is too tough on terror. Win Gina!","Mon May 07 11:04:47 +0000 2018",24905,92738,false,"993446539988217857","{""neg"":0.259,""neu"":0.609,""pos"":0.133,""compound"":-0.7959}"
"Twitter for iPhone","To the great people of West Virginia we have, together, a really great chance to keep making a big difference. Problem is, Don Blankenship, currently running for Senate, can’t win the General Election in your State...No way! Remember Alabama. Vote Rep. Jenkins or A.G. Morrisey!","Mon May 07 10:53:49 +0000 2018",14986,59710,false,"993443781281271808","{""neg"":0.049,""neu"":0.684,""pos"":0.267,""compound"":0.9211}"
"Twitter for iPhone","Thank you Cleveland, Ohio! https://t.co/ROEFRLY7jP","Sat May 05 21:35:50 +0000 2018",16132,77424,false,"992880573025865729","{""neg"":0,""neu"":0.589,""pos"":0.411,""compound"":0.4199}"
"Twitter for iPhone","Our high level delegation is on the way back from China where they had long meetings with Chinese leaders and business representatives. We will be meeting tomorrow to determine the results, but it is hard for China in that they have become very spoiled with U.S. trade wins!","Sat May 05 00:31:30 +0000 2018",17531,81030,false,"992562394051293186","{""neg"":0.03,""neu"":0.869,""pos"":0.101,""compound"":0.6948}"
"Twitter for iPhone","Just returned home to the beautiful White House, from Dallas, where the Arena was packed to the rafters with the great fans and supporters of the @NRA. It was so wonderful to be there!","Sat May 05 00:17:34 +0000 2018",18366,97524,false,"992558888212946949","{""neg"":0,""neu"":0.653,""pos"":0.347,""compound"":0.9512}"
"Twitter for iPhone","Great book just out by very successful businessman @AndyPuzder. Always known as somebody who knows how to win, “Capitalist Comeback” will be a big hit!","Sat May 05 00:08:03 +0000 2018",9758,50888,false,"992556495182155776","{""neg"":0,""neu"":0.631,""pos"":0.369,""compound"":0.9229}"
"Twitter for iPad","I want to thank all of our friends and patriots at the @NRA. We will never fail, and we will always protect your Second Amendment! God Bless you, and God Bless America! https://t.co/3PoNPV24p4","Fri May 04 22:56:13 +0000 2018",18287,74763,false,"992538416196804608","{""neg"":0,""neu"":0.503,""pos"":0.497,""compound"":0.9625}"
"Twitter for iPhone","We are going to demand Congress secure the border in the upcoming CR. Illegal immigration must end!","Fri May 04 21:59:28 +0000 2018",24799,115794,false,"992524132884664321","{""neg"":0.247,""neu"":0.642,""pos"":0.11,""compound"":-0.4574}"
"Twitter for iPhone","Democrats and liberals in Congress want to disarm law-abiding Americans at the same time they are releasing dangerous criminal aliens and savage gang members onto our streets. Politicians who put criminal aliens before American Citizens should be voted out of office!","Fri May 04 21:58:44 +0000 2018",36132,130728,false,"992523949698412544","{""neg"":0.261,""neu"":0.713,""pos"":0.026,""compound"":-0.9168}"
"Twitter for iPhone","All of us here today are united by the same timeless values. We believe that our liberty is a gift from our creator, and that no Government can ever take it away. We believe in the rule of law - and we support the men and women of law enforcement. We have pride in our history... https://t.co/eONj1Y8oju","Fri May 04 20:37:47 +0000 2018",18431,72832,false,"992503576852393985","{""neg"":0.033,""neu"":0.715,""pos"":0.252,""compound"":0.9287}"
"Twitter for iPhone","JUST OUT: 3.9% Unemployment. 4% is Broken! In the meantime, WITCH HUNT!","Fri May 04 13:27:50 +0000 2018",30969,137773,false,"992395376039727104","{""neg"":0.522,""neu"":0.478,""pos"":0,""compound"":-0.8695}"
"Twitter for iPhone","Going to Dallas (the GREAT State of Texas) today. Leaving soon!","Fri May 04 10:57:26 +0000 2018",12482,83711,false,"992357529362583552","{""neg"":0,""neu"":0.661,""pos"":0.339,""compound"":0.729}"
"Twitter for iPhone","NBC NEWS is wrong again! They cite “sources” which are constantly wrong. Problem is, like so many others, the sources probably don’t exist, they are fabricated, fiction! NBC, my former home with the Apprentice, is now as bad as Fake News CNN. Sad!","Fri May 04 10:45:31 +0000 2018",20942,87371,false,"992354530510721025","{""neg"":0.336,""neu"":0.621,""pos"":0.043,""compound"":-0.9515}"
"Twitter for iPhone","Andy McCarthy will be on  @LouDobbs tonight. 7:00 P.M. , @FoxBusiness.","Fri May 04 10:37:48 +0000 2018",6073,32879,false,"992352585863651329","{""neg"":0,""neu"":1,""pos"":0,""compound"":0}"
"Twitter for iPhone","Because Jobs in the U.S. are doing so well, Americans receiving unemployment aid is the lowest since 1973. Great!","Fri May 04 10:28:58 +0000 2018",22674,111048,false,"992350362450518016","{""neg"":0.199,""neu"":0.543,""pos"":0.258,""compound"":0.3886}"
"Twitter for iPhone","Our Southern Border is under siege. Congress must act now to change our weak and ineffective immigration laws. Must build a Wall. Mexico, which has a massive crime problem, is doing little to help!","Fri May 04 10:22:31 +0000 2018",19564,81112,false,"992348740529815552","{""neg"":0.27,""neu"":0.67,""pos"":0.06,""compound"":-0.8162}"
"Twitter for iPhone","#NationalDayOfPrayer https://t.co/nFUc3uyQL8","Thu May 03 18:20:41 +0000 2018",15879,69146,false,"992106689330663424","{""neg"":0,""neu"":1,""pos"":0,""compound"":0}"
"Twitter for iPhone","This spring marks 4yrs since the Phoenix VA crisis. We won't forget what happened to our GREAT VETS. Choice is vital, but the program needs work &amp; is running out of $. Congress must fix Choice Program by Memorial Day so VETS can get the care they deserve. I will sign immediately!","Thu May 03 16:49:29 +0000 2018",17675,76734,false,"992083738531192833","{""neg"":0.043,""neu"":0.78,""pos"":0.177,""compound"":0.784}"
"Media Studio","Today, it was my great honor to celebrate the #NationalDayOfPrayer at the @WhiteHouse, in the Rose Garden! Proclamation: https://t.co/4jAxJnBJoq https://t.co/AsWTfpu290","Thu May 03 16:27:05 +0000 2018",13486,61711,false,"992078098974703616","{""neg"":0,""neu"":0.601,""pos"":0.399,""compound"":0.906}"
"Twitter for iPhone","...despite already having signed a detailed letter admitting that there was no affair. Prior to its violation by Ms. Clifford and her attorney, this was a private agreement. Money from the campaign, or campaign contributions, played no roll in this transaction.","Thu May 03 11:00:14 +0000 2018",17510,84096,false,"991995845120753664","{""neg"":0.161,""neu"":0.72,""pos"":0.119,""compound"":-0.25}"
"Twitter for iPhone","...very common among celebrities and people of wealth. In this case it is in full force and effect and will be used in Arbitration for damages against Ms. Clifford (Daniels). The agreement was used to stop the false and extortionist accusations made by her about an affair,......","Thu May 03 10:54:38 +0000 2018",16677,76516,false,"991994433750142976","{""neg"":0.133,""neu"":0.753,""pos"":0.115,""compound"":0}"
"Twitter for iPhone","Mr. Cohen, an attorney, received a monthly retainer, not from the campaign and having nothing to do with the campaign, from which he entered into, through reimbursement, a private contract between two parties, known as a non-disclosure agreement, or NDA. These agreements are.....","Thu May 03 10:46:09 +0000 2018",16037,71577,false,"991992302267785216","{""neg"":0,""neu"":0.822,""pos"":0.178,""compound"":0.7906}"
"Twitter for iPhone","Our great financial team is in China trying to negotiate a level playing field on trade! I look forward to being with President Xi in the not too distant future. We will always have a good (great) relationship!","Thu May 03 03:45:24 +0000 2018",15845,78483,false,"991886413686861824","{""neg"":0,""neu"":0.773,""pos"":0.227,""compound"":0.855}"
"Twitter for iPhone","Ainsley Earnhardt, a truly great person, just wrote a wonderful book, “The Light Within Me,” which is doing really well. She is very special and so is her new book...bring it to number one!","Thu May 03 03:37:02 +0000 2018",16973,85852,false,"991884309400342529","{""neg"":0,""neu"":0.595,""pos"":0.405,""compound"":0.9492}"
"Twitter for iPhone","As everybody is aware, the past Administration has long been asking for three hostages to be released from a North Korean Labor camp, but to no avail. Stay tuned!","Thu May 03 00:53:30 +0000 2018",23236,106926,false,"991843153953964033","{""neg"":0.103,""neu"":0.897,""pos"":0,""compound"":-0.4753}"
"Twitter for iPhone","“This isn’t some game. You are screwing with the work of the president of the United States.”  John Dowd, March 2018.  With North Korea, China, the Middle East and so much more, there is not much time to be thinking about this, especially since there was no Russian “Collusion.”","Wed May 02 22:40:23 +0000 2018",23303,92123,false,"991809653980966913","{""neg"":0.078,""neu"":0.87,""pos"":0.053,""compound"":-0.0772}"
"Twitter for iPhone","I have been briefed on the U.S. C-130 “Hercules” cargo plane from the Puerto Rico National Guard that crashed near Savannah Hilton Head International Airport. Please join me in thoughts and prayers for the victims, their families and the great men and women of the National Guard.","Wed May 02 20:27:47 +0000 2018",19945,94872,false,"991776286489169920","{""neg"":0.043,""neu"":0.794,""pos"":0.163,""compound"":0.743}"
"Twitter for iPhone","Congratulations @SecPompeo! https://t.co/ECrMGkXMQF","Wed May 02 18:16:56 +0000 2018",13720,63536,false,"991743358312861696","{""neg"":0,""neu"":0.323,""pos"":0.677,""compound"":0.636}"
"Twitter for iPhone","A Rigged System - They don’t want to turn over Documents to Congress. What are they afraid of? Why so much redacting? Why such unequal “justice?” At some point I will have no choice but to use the powers granted to the Presidency and get involved!","Wed May 02 14:45:54 +0000 2018",31510,115465,false,"991690248399794176","{""neg"":0.124,""neu"":0.799,""pos"":0.077,""compound"":-0.3031}"
"Twitter for iPhone","NEW BOOK - A MUST READ! “The Russia Hoax - The Illicit Scheme to Clear Hillary Clinton and Frame Donald Trump” by the brilliant Fox News Legal Analyst Gregg Jarrett. A sad chapter for law enforcement. A rigged system!","Wed May 02 13:33:41 +0000 2018",24919,88965,false,"991672075491438594","{""neg"":0.174,""neu"":0.634,""pos"":0.192,""compound"":0.1984}"
"Twitter for iPhone","“The questions are an intrusion into the President’s Article 2  powers under the Constitution to fire any Executive Branch Employee...what the President was thinking is an outrageous.....as to the President’s unfettered power to fire anyone...” Joe Digenova, former US Attorney","Wed May 02 13:23:17 +0000 2018",17399,67707,false,"991669454823141376","{""neg"":0.115,""neu"":0.885,""pos"":0,""compound"":-0.5859}"
"Twitter for iPhone","There was no Collusion (it is a Hoax) and there is no Obstruction of Justice (that is a setup &amp; trap). What there is is Negotiations going on with North Korea over Nuclear War, Negotiations going on with China over Trade Deficits, Negotiations on NAFTA, and much more. Witch Hunt!","Wed May 02 11:45:08 +0000 2018",26992,108877,false,"991644756995444736","{""neg"":0.197,""neu"":0.744,""pos"":0.059,""compound"":-0.7897}"
"Twitter for iPhone","Today, it was my great honor to thank and welcome heroic crew members and passengers of Southwest Airlines Flight 1380 at the @WhiteHouse! https://t.co/fYYgWToddi","Tue May 01 19:42:58 +0000 2018",15475,85015,false,"991402619552845825","{""neg"":0,""neu"":0.532,""pos"":0.468,""compound"":0.9493}"
"Twitter for iPhone","Congratulations @ArmyWP_Football! https://t.co/rmaLoZMWtK","Tue May 01 18:14:11 +0000 2018",10922,55178,false,"991380274452803586","{""neg"":0,""neu"":0.323,""pos"":0.677,""compound"":0.636}"
"Twitter for iPhone","Today I had the great honor of awarding the Commander-in-Chief’s Trophy, for the first time in 21 years, to the @ArmyWP_Football Black Knights at the @WhiteHouse. Congratulations!https://t.co/KRQXR3xEES","Tue May 01 16:57:13 +0000 2018",13271,63850,false,"991360908868931585","{""neg"":0,""neu"":0.687,""pos"":0.313,""compound"":0.8883}"
"Twitter for iPhone","Yesterday, it was my great honor to welcome President @MBuhari of the Federal Republic of Nigeria to the @WhiteHouse!🇺🇸🇳🇬 https://t.co/ApOC3CUSjV","Tue May 01 15:23:44 +0000 2018",12797,56212,false,"991337381654654976","{""neg"":0,""neu"":0.616,""pos"":0.384,""compound"":0.8908}"
"Twitter for iPhone","It would seem very hard to obstruct justice for a crime that never happened! Witch Hunt!","Tue May 01 11:34:13 +0000 2018",27034,126090,false,"991279620044591105","{""neg"":0.233,""neu"":0.494,""pos"":0.273,""compound"":0.2266}"
"Twitter for iPhone","Delegation heading to China to begin talks on the Massive Trade Deficit that has been created with our Country. Very much like North Korea, this should have been fixed years ago, not now. Same with other countries and NAFTA...but it will all get done. Great Potential for USA!","Tue May 01 11:00:00 +0000 2018",18400,83668,false,"991271009570484224","{""neg"":0.048,""neu"":0.788,""pos"":0.164,""compound"":0.7558}"
"Twitter for iPhone","So disgraceful that the questions concerning the Russian Witch Hunt were “leaked” to the media. No questions on Collusion. Oh, I see...you have a made up, phony crime, Collusion, that never existed, and an investigation begun with illegally leaked classified information. Nice!","Tue May 01 10:47:30 +0000 2018",26438,110536,false,"991267863674675200","{""neg"":0.222,""neu"":0.72,""pos"":0.058,""compound"":-0.7901}"
"Twitter for iPhone","The White House is running very smoothly despite phony Witch Hunts etc. There is great Energy and unending Stamina, both necessary to get things done. We are accomplishing the unthinkable and setting positive records while doing so! Fake News is going “bonkers!”","Mon Apr 30 23:02:13 +0000 2018",21890,96062,false,"991090373417152515","{""neg"":0.073,""neu"":0.658,""pos"":0.269,""compound"":0.8658}"
"Twitter for iPhone","The Fake News is going crazy making up false stories and using only unnamed sources (who don’t exist). They are totally unhinged, and the great success of this Administration is making them do and say things that even they can’t believe they are saying. Truly bad people!","Mon Apr 30 22:49:55 +0000 2018",26345,110396,false,"991087278515769345","{""neg"":0.148,""neu"":0.672,""pos"":0.18,""compound"":0.4574}"
"Twitter for iPhone","During Small Business Week, we celebrate the great, hard-working entrepreneurs across our country who have started and operate a small business!","Mon Apr 30 22:39:34 +0000 2018",16431,88382,false,"991084673697812481","{""neg"":0,""neu"":0.69,""pos"":0.31,""compound"":0.8439}"
"Twitter for iPhone","The migrant ‘caravan’ that is openly defying our border shows how weak &amp; ineffective U.S. immigration laws are. Yet Democrats like Jon Tester continue to support the open borders agenda – Tester even voted to protect Sanctuary Cities. We need lawmakers who will put America First.","Mon Apr 30 22:38:35 +0000 2018",24433,98179,false,"991084424992296962","{""neg"":0.084,""neu"":0.766,""pos"":0.149,""compound"":0.5267}"
"Twitter for iPhone","I recently had a terrific meeting with a bipartisan group of freshman lawmakers who feel very strongly in favor of Congressional term limits. I gave them my full support and endorsement for their efforts. #DrainTheSwamp","Mon Apr 30 18:54:28 +0000 2018",27369,115496,false,"991028027785138177","{""neg"":0,""neu"":0.659,""pos"":0.341,""compound"":0.9092}"
"Twitter for iPhone","Numerous countries are being considered for the MEETING, but would Peace House/Freedom House, on the Border of North &amp; South Korea, be a more Representative, Important and Lasting site than a third party country? Just asking!","Mon Apr 30 12:19:33 +0000 2018",20356,93838,false,"990928644100034561","{""neg"":0,""neu"":0.734,""pos"":0.266,""compound"":0.9044}"
"Twitter for iPhone","The White House Correspondents’ Dinner is DEAD as we know it. This was a total disaster and an embarrassment to our great Country and all that it stands for. FAKE NEWS is alive and well and beautifully represented on Saturday night!","Mon Apr 30 12:10:58 +0000 2018",23530,108339,false,"990926480329859073","{""neg"":0.266,""neu"":0.528,""pos"":0.206,""compound"":-0.6866}"
"Twitter for iPhone","Headline: “Kim Prepared to Cede Nuclear Weapons if U.S. Pledges Not to Invade” - from the Failing New York Times. Also, will shut down Nuclear Test Site in May.","Mon Apr 30 02:59:23 +0000 2018",19825,92349,false,"990787671281819648","{""neg"":0.187,""neu"":0.755,""pos"":0.057,""compound"":-0.6486}"
"Twitter for iPhone","The White House Correspondents’ Dinner was a failure last year, but this year was an embarrassment to everyone associated with it. The filthy “comedian” totally bombed (couldn’t even deliver her lines-much like the Seth Meyers weak performance). Put Dinner to rest, or start over!","Mon Apr 30 02:38:00 +0000 2018",22982,107294,false,"990782291667488768","{""neg"":0.194,""neu"":0.744,""pos"":0.062,""compound"":-0.784}"
